id,split,text,estimated_V,estimated_A,estimated_D,calculated_V,calculated_A,calculated_D
112C-L014_1114_1137,train,"for others, it's years.",-0.11,-0.165,-0.055,0.213,-0.0857,-0.1287
112C-L014_1144_1226,test,"They leave Pleasant Run, generally, ready and able to contribute to society.",0.2,0.0,0.15,0.2423,-0.1052,0.1698
112C-L014_1227_1282,train,We're proud of our children and all that they overcome.,0.5,0.25,0.35,0.2254,0.0799,0.122
112C-L014_1289_1335,train,"We are a not-for-profit, multi-service agency.",0.1,-0.1,0.1,0.2021,-0.0359,0.2041
112C-L014_1336_1386,train,We wouldn't exist if the need weren't there.,0.0,-0.055,0.055,0.2002,0.0814,0.0786
112C-L014_1387_1506,train,The numbers of children who deserve our services are rising... as quickly as our programs can grow to serve them.,0.05,0.1,0.0,0.2467,0.035,0.038
112C-L014_1513_1538,train,Please help us help them.,0.215,0.145,0.0,0.2118,-0.076,0.084
112C-L014_1539_1607,train,"Pleasant Run Children's Homes... ""where good kids get better.""",0.2,-0.1,0.1,0.513,-0.0453,0.0853
112C-L014_1614_1624,train,"Sincerely,",0.1,-0.15,0.0,,,
112C-L014_1631_1655,dev,Mary Roth Tom Hirschauer,0.0,-0.15,0.0,,,
112C-L014_18_31,test,"June 26, 1995",0.0,-0.3,-0.1,,,
112C-L014_195_327,test,"Federal, state and local governments are freezing or withdrawing much-needed funding sources for people who are truly in need.",0.055,-0.055,0.0,0.0797,-0.1375,0.1294
112C-L014_328_554,train,"In spite of that, Pleasant Run Children's Homes, with the help of hundreds of volunteers and others who really care, continues to make a significant impact on the futures of families and kids in need of help.",0.285,0.0,0.07,0.1831,0.0134,0.0293
112C-L014_38_50,train,Dear Friend:,0.22,0.055,-0.11,0.786,-0.153,0.202
112C-L014_561_677,dev,"We all hear about today's increases in neglect, abuse and abandonment of those who can't fight back: children.",-0.285,0.145,-0.215,-0.1117,0.1368,-0.0813
112C-L014_57_80,dev,This is not newsletter.,-0.1,-0.05,0.15,0.0813,-0.0767,0.0093
112C-L014_678_778,train,Yet few of us hear enough about kids who live through these adversities and do make the grade.,0.0,-0.31,0.0,0.1976,-0.0616,0.0354
112C-L014_785_803,train,The positive side.,0.35,0.15,0.1,0.398,-0.202,0.25
112C-L014_804_831,train,These are special children.,0.2,-0.05,-0.05,0.3505,0.07,0.0825
112C-L014_81_109,dev,It is a fund-raising appeal.,0.0,-0.055,0.0,0.1676,-0.0656,0.0604
112C-L014_832_878,train,They come into a Pleasant Run program...,-0.05,-0.1,0.0,0.2376,-0.0604,0.1852
112C-L014_879_1063,train,"whether it's for therapeutic help in their own homes (which nurtures whole families), through foster care families or in the familial surroundings of our residential homes.",-0.06,0.0,-0.125,0.2556,-0.2349,0.0391
112C-L015_1087_1146,train,Your contribution will make a difference in a child's life.,0.22,0.165,0.22,0.3803,-0.025,0.3067
112C-L015_1147_1188,test,It may help a family stay together.,0.15,0.05,0.0,0.4484,-0.2176,0.0012
112C-L015_1189_1240,train,It can certainly make happy holiday memories.,0.39,0.22,0.28,0.5355,-0.1323,0.1318
112C-L015_1247_1334,train,A gift to Pleasant Run means the children in our care will have presents to open.,0.275,-0.045,0.135,0.372,-0.0634,0.0795
112C-L015_1335_1452,train,"A gift means a family will have a holiday meal, cooking utensils to prepare the meal and dishes to serve it on.",0.165,-0.055,0.0,0.3755,-0.093,0.0502
112C-L015_1453_1503,train,Your gift will go beyond the holiday season.,0.25,0.15,0.1,0.4,0.0372,0.1802
112C-L015_1504_1606,train,"It can help purchase clothing, school supplies, books and educational tools throughout the year.",0.145,-0.07,0.0,0.276,-0.2227,0.0397
112C-L015_1620_1681,train,Please take a few minutes to mail a donation to Pleasant run.,0.125,0.06,0.125,0.2587,-0.1202,0.014
112C-L015_1682_1813,test,Let our families and children know that you want them to have the same kinds of memories of the holidays you will have.,0.2,-0.05,0.0,0.3098,-0.0868,0.0609
112C-L015_1820_1880,train,We wish you and your family a new year full of joy and love.,0.65,0.3,-0.05,0.4034,0.0541,0.2658
112C-L015_1887_1897,train,"Sincerely,",0.06,0.0,0.06,,,
112C-L015_18_47,test,Dear Friends of Pleasant Run:,0.0,0.07,0.0,0.516,0.0164,0.188
112C-L015_1904_1932,train,Mary Roth Executive Director,0.0,-0.2,0.0,0.482,0.186,0.214
112C-L015_231_324,train,This is the time of year when we give thanks for the warmth and love that surrounds us.,0.5,0.215,0.145,0.2576,-0.0419,0.1446
112C-L015_325_413,train,And this time of year is an occasion to remember those not as fortunate as we are.,-0.15,-0.05,-0.1,0.1577,-0.0277,0.0593
112C-L015_420_473,train,Pleasant Run cares for at-risk children and families.,0.1,0.05,0.05,0.2993,-0.0261,0.0369
112C-L015_474_620,train,"We do this through a wide range of programs including community- based, therapeutic foster care, group homes and our treatment center.",0.0,-0.19,0.065,0.1839,-0.0821,0.1171
112C-L015_54_230,dev,"The holiday season is the time of year when we're all busy buying gifts, baking goodies, decorating our homes and making arrangements to be with family and friends.",0.15,0.0,0.05,0.2771,-0.0032,0.0558
112C-L015_621_695,dev,Many of the children are victims of abuse or live in unstable homes.,-0.335,0.055,0.055,-0.0603,0.1374,-0.1071
112C-L015_702_858,train,"Today we are asking you to take a few minutes to consider making a contribution to Pleasant Run to help the 1,500 children families we care for.",0.06,0.0,0.0,0.3624,-0.0815,0.0604
112C-L015_859_939,train,Many of the children have no homes; no memories of joy from past holidays.,-0.44,0.125,-0.125,0.4413,0.0402,0.0344
112C-L015_940_1086,dev,"Others are from families that are struggling to provide a healthy, happy environment but don't have the resources to make it possible.",-0.3,0.0,-0.1,0.3264,-0.1024,0.1179
112C-L016_1002_1117,train,"If you are interested and would like more information, please contact Lisa Lusk or Marcia Whited at 693-9222.",0.0,-0.06,0.0,0.2789,-0.0812,0.1838
112C-L016_1118_1197,train,We would like to have families matched with sponsors non later than xxxx.,0.0,0.0,0.07,0.246,-0.177,0.1034
112C-L016_1198_1314,train,Thank you for considering this opportunity to make this a memorable holiday season for a family in need.,0.39,0.11,0.22,0.3798,-0.0128,0.1681
112C-L016_1321_1331,test,"Sincerely,",0.1,-0.1,0.05,,,
112C-L016_18_87,train,It's hard to believe that the holiday season is only two months away.,0.05,0.15,0.15,0.0589,-0.0508,0.0494
112C-L016_196_301,train,"Every year we seek companies, organizations and individuals to sponsor one or more of our families.",0.05,-0.05,0.0,0.2256,-0.0117,0.2173
112C-L016_302_372,train,These families are participants in our community-based programs.,0.05,-0.05,0.05,0.2407,-0.1472,0.1615
112C-L016_373_495,train,These programs focus on keeping the family together by providing counseling and other services to the entire family.,0.2,0.0,0.15,0.344,-0.1238,0.1895
112C-L016_502_688,train,"After our caseworkers meet with these families and their children they often find they lack even the basic necessities such as cooking utensils, beds, cleaning supplies, etc.",-0.25,-0.1,0.0,0.1766,-0.1004,-0.0693
112C-L016_689_721,train,We meet these needs immediately.,0.05,0.05,0.15,0.2228,0.2492,0.2478
112C-L016_722_804,train,"But, the holiday season is a particularly difficult time for these families.",-0.375,-0.06,0.0,0.1587,-0.0459,0.0928
112C-L016_805_903,test,They do not have the resources necessary to purchase gifts or food for a holiday meal.,-0.28,-0.11,-0.11,0.4067,-0.0518,0.1123
112C-L016_910_1001,train,We are asking you to consider sponsoring one of our families for this holiday season.,0.05,0.1,0.15,0.2131,-0.0593,0.0714
112C-L016_94_189,dev,"At Pleasant Run, Inc. we are making plans and arrangements for our children and families.",0.05,-0.15,-0.1,0.2524,0.0095,0.0894
113CWL017_1034_1074,train,It costs $225 to send one child to camp.,-0.05,0.0,0.0,0.2111,-0.0834,-0.0246
113CWL017_1075_1226,train,"Many members of the Boys & Girls Clubs of Indianapolis can't afford to go to camp without financial assistance, and that's why we need you!",0.05,0.2,0.1,0.0952,0.1914,-0.0466
113CWL017_1233_1378,train,Please make camp possible for all deserving Indianapolis children and send in a tax deductible contribution today in the enclosed envelope.,0.055,0.055,0.055,0.2211,-0.1685,0.0437
113CWL017_136_241,dev,"Yes, it's that time of the year -- the start of the Boys & Girls clubs of Indianapolis' Camp.",0.185,0.125,0.06,0.2236,0.0602,0.0188
113CWL017_1385_1425,train,"Consider sponsoring 1, 2, or 3 children.",0.11,0.165,0.11,0.534,-0.094,0.014
113CWL017_1426_1543,dev,"No matter the size of the donation, please know that your gift will be appreciated and make a difference.",0.3,0.15,-0.05,0.2445,-0.1451,0.1028
113CWL017_1550_1560,train,"Sincerely,",0.0,-0.085,0.0,,,
113CWL017_1567_1584,train,Richard Dickinson,0.0,-0.1,0.0,,,
113CWL017_1596_1640,test,You can make a difference in a child's life.,0.215,0.145,0.07,0.3755,-0.0375,0.1248
113CWL017_1641_1724,train,Sponsor a child at the Boys & Girls Clubs of Indianapolis' summer camp today!,0.335,0.335,0.335,0.3682,0.1137,-0.0063
113CWL017_18_64,test,"June 1, 1998 BOYS & Girls Club OF INDIANAPOLIS",0.0,0.0,0.085,0.2395,0.3648,-0.1668
113CWL017_242_308,train,"Six weeks of learning and exploring, sports, arts, and fellowship.",0.1,-0.2,0.0,0.3046,-0.0417,0.06
113CWL017_315_478,train,"A time for a youngster to enjoy the fun and benefits of residential camp living, dedicated staff and instruction, and a chance to make special friends.",0.07,-0.07,0.0,0.3952,0.024,0.1983
113CWL017_492_603,train,"I know you're committed to ensuring today's children have safe, healthy, and positive summer experiences.",0.3,0.1,0.15,0.5435,-0.0936,0.3129
113CWL017_604_681,train,That's why I want you to learn more about the Super Summer Safari Camp.,0.07,0.0,0.0,0.3557,0.1889,0.2404
113CWL017_688_775,train,"At Super Summer Safari Camp, there are daily sports, nature, and arts activities.",0.145,-0.145,0.145,0.3792,0.0698,0.1585
113CWL017_71_83,train,"Dear Friend,",0.2,0.15,-0.05,0.786,-0.153,0.202
113CWL017_776_923,train,"In addition to the fun stuff, important life-skills such as self-esteem, leadership, and interpersonal cooperation are being developed.",0.05,0.1,0.0,0.4013,0.1032,0.2889
113CWL017_90_135,train,"It's summertime, so it must be time for CAMP!",0.5,0.55,0.0,0.1831,-0.1754,0.0497
113CWL017_924_1027,test,Please read the enclosed brochure for more information on the wonderful Super Summer Safari Camp!,0.1,0.1,0.1,0.3591,-0.0688,0.1929
113CWL018_1023_1100,train,We are counting on you now to help us get where we need to be tomorrow.,0.0,0.055,0.11,0.2312,-0.0009,0.1294
113CWL018_1101_1160,train,Would you please consider a gift of the same in 1999?,0.0,0.0,-0.145,0.2017,-0.1497,-0.044
113CWL018_1167_1191,train,"Please, give generously.",-0.085,0.0,-0.085,0.5113,-0.166,0.1257
113CWL018_1192_1222,train,The kids are depending on you.,0.05,0.1,0.2,0.18,-0.0613,-0.0553
113CWL018_1229_1242,train,"Respectfully,",0.0,-0.05,-0.05,0.708,-0.556,0.148
113CWL018_1249_1337,train,"James Campbell President of the Board Deputy Chief, Indianapolis Police Department",0.0,-0.145,0.0,0.105,0.0,0.4015
113CWL018_1344_1363,train,A United Way Agency,0.055,-0.165,0.0,0.073,-0.289,0.166
113CWL018_1370_1420,train,Please detach and return in the enclosed envelope.,0.0,-0.05,0.0,0.0267,-0.2055,-0.1553
113CWL018_153_220,train,Youngsters often find themselves feeling alienated and alone.,-0.275,0.0,-0.275,0.1083,-0.1751,-0.0504
113CWL018_18_35,train,"February 26, 1999",0.0,-0.15,0.0,0.0,-0.63,0.0
113CWL018_227_287,train,That's where the Boys & Girls Clubs of Indianapolis come in.,0.055,0.0,0.055,0.223,0.2138,-0.0395
113CWL018_288_402,train,We reach out to kids -- especially those from disadvantaged neighborhoods where the risks are highest.,0.15,0.0,0.15,0.084,-0.0145,-0.037
113CWL018_403_590,dev,"We give them a chance to realize their own potential by giving them a place where they can develop a sense of competence, of usefulness, a sense of belonging and of influence.",0.22,0.11,0.165,0.2481,-0.0029,0.1394
113CWL018_42_48,dev,"Dear ,",0.0,-0.15,0.0,0.76,-0.132,0.258
113CWL018_55_152,train,"Kids today face overwhelming pressures, everything from trouble at home to gangs and drugs.",-0.4,0.0,-0.1,0.0169,0.0315,-0.0384
113CWL018_858_951,train,"Money for programs, for equipment, and for repairs and improvements to club facilities.",0.1,-0.05,0.05,0.2137,0.0442,0.1336
113CWL018_952_1022,train,Your contribution last year of helped us get where we are today.,0.45,0.05,0.2,0.1882,-0.0714,0.1273
114CUL057_1008_1111,train,"In addition, we will have soft drinks and a raffle, so that you can walk home with a great prize!",0.25,0.4,0.3,0.3408,-0.0439,0.1409
114CUL057_1118_1245,train,"The Jameson Grill has been designed to be nothing but fun for you, your family, employees, and maybe even your neighbors.",0.165,0.11,-0.055,0.2083,-0.0921,0.0587
114CUL057_1252_1394,train,Join in this wonderful event and help Jameson Camp continue to provide the year-round support that gives kids a chance to create dreams.,0.2,0.15,0.05,0.3628,0.031,0.122
114CUL057_1401_1475,train,"Simply fill out the enclosed card, and we will see you at the Grill!",0.25,0.25,0.19,0.0715,-0.1712,-0.0009
114CUL057_1482_1532,train,One of our volunteers will be contacting you soon.,0.07,-0.07,0.215,0.2433,-0.204,0.0963
114CUL057_1539_1549,test,Questions?,0.0,0.1,0.05,,,
114CUL057_1550_1604,train,"Call Pat Bray at 241-2661 or e-mail, jcfundrzr@aol.com",0.05,-0.05,0.05,0.0092,-0.1532,-0.0688
114CUL057_18_67,train,"Come one, Come all to the Inaugural Jameson Grill",0.375,0.315,0.06,0.154,-0.1749,0.0981
114CUL057_214_357,test,"Saturday, September 20,1997, from 2:00 p.m. until 7:00 p.m., marks a special day, as Jameson Camp will hold its first ever Jameson Grill.",0.1,0.1,0.05,0.241,-0.0708,0.0795
114CUL057_358_422,train,A fund raiser dedicated to you and your family having fun!,0.45,0.4,0.05,0.4246,0.1049,0.232
114CUL057_422_423,train,!,0.165,0.22,0.11,,,
114CUL057_430_532,train,"For this event, when you purchase a corporate picnic table, you will be able to bring 16 people.",0.15,0.0,0.1,0.1972,-0.0165,0.1322
114CUL057_613_726,train,The Grill will feature enough activities that you and your kids will have a tough time deciding what to do.,0.0,-0.125,0.0,0.1924,0.0004,0.0951
114CUL057_727_897,train,"From basketball, kickball, volleyball, archery, crafts, an egg toss, and even a walk through our creek, you will have plenty to do to get you good and hungry.",0.2,0.1,0.0,0.2121,0.0589,-0.0016
114CUL057_74_207,test,"The only fund raising event in the world where you can bring your entire family, other employees, or maybe even your neighbors.",0.15,-0.2,-0.05,0.2213,-0.0915,0.0851
114CUL057_904_920,train,"Hungry, you bet!",0.0,0.31,0.31,-0.482,0.206,-0.363
114CUL057_921_1001,train,"We'll prepare a hog roast and hot dogs for the kids, with all the fixings.",0.4,0.25,0.15,0.0713,0.0738,-0.0223
114CUL058_1015_1184,train,"This event is designed to be fun for campers, their families, friends of the camp, neighbors, staff, and anyone interested in finding out more about Jameson.",0.145,0.215,0.07,0.3092,-0.0299,0.1432
114CUL058_1185_1212,train,"In short, Fun for Everyone!",0.6,0.5,0.15,0.2675,0.064,0.0345
114CUL058_1219_1378,dev,"The family-friendly event, September 20, 1997, will include a hog roast, activities for kids and adults, prizes for activities, and a small raffle.",0.06,0.0,0.06,0.3226,0.072,0.0362
114CUL058_1427_1465,dev,This is where we need your help.,0.0,0.06,-0.06,0.0904,0.0724,0.0063
114CUL058_1472_1640,train,Can you help support this wonderful event by furnishing any type of products or services that can be used as prizes for our activities or as a raffle prize?,0.17,-0.055,0.17,0.2421,0.0254,0.0616
114CUL058_163_285,dev,Jameson is a not-for-profit agency established in 1928 to serve the youth of central Indiana who have special needs.,0.125,0.06,0.06,0.3083,-0.0903,0.1513
114CUL058_1641_1809,train,Your contribution will help with funding so Jameson Camp can continue providing the year-round camping experience that gives kids a chance to create dreams.,0.2,0.15,0.1,0.3858,-0.0287,0.1995
